Location,Title,Year,Model,Price,Avg_Price,URL,Post_Date,Posting_Age,z_score
 (san bernardino),2014 Honda Civic LX,2014,Civic,11399,7719,https://orangecounty.craigslist.org/cto/d/2014-honda-civic-lx/6496991231.html,2018-02-14 19:01,2,0.4767456924472082
 (san bernardino),2014 Honda Civic LX,2014,Civic,11399,7719,https://inlandempire.craigslist.org/cto/d/2014-honda-civic-lx/6496977745.html,2018-02-14 18:41,3,0.4767456924472082
 (san bernardino),2014 Honda Civic LX,2014,Civic,11399,7719,https://inlandempire.craigslist.org/cto/d/2014-honda-civic-lx/6496977745.html,2018-02-14 18:41,3,0.4767456924472082
 (san bernardino),2014 Honda Civic LX,2014,Civic,11399,7719,https://inlandempire.craigslist.org/cto/d/2014-honda-civic-lx/6495767784.html,2018-02-13 17:39,4,0.4767456924472082
 (san bernardino),2014 Honda Civic LX,2014,Civic,11399,7719,https://inlandempire.craigslist.org/cto/d/2014-honda-civic-lx/6495767784.html,2018-02-13 17:39,4,0.4767456924472082
 (Santa Clarita),"2015 Honda Civic Sedan with 29k miles, White, 1-Owner Clean Carfax",2015,Civic,12950,8767,https://losangeles.craigslist.org/sfv/cto/d/2015-honda-civic-sedan-with/6499280826.html,2018-02-16 15:29,1,0.4771301471426942
 (Ontario),2000 Honda Civic LX 91K Miles,2000,Civic,2800,1892,https://orangecounty.craigslist.org/cto/d/2000-honda-civic-lx-91k-miles/6464821877.html,2018-02-14 17:27,3,0.4799154334038055
 (Ontario),2000 Honda Civic LX,2000,Civic,2800,1892,https://palmsprings.craigslist.org/cto/d/2000-honda-civic-lx/6464831770.html,2018-02-14 17:28,3,0.4799154334038055
 (Ontario),2000 Honda Civic LX,2000,Civic,2800,1892,https://palmsprings.craigslist.org/cto/d/2000-honda-civic-lx/6464831770.html,2018-02-14 17:28,3,0.4799154334038055
 (LA PALMA),2015 HONDA CIVIC LX,2015,Civic,12991,8767,https://orangecounty.craigslist.org/cto/d/2015-honda-civic-lx/6474988181.html,2018-02-10 18:23,7,0.48180677540777916
 (San diego),2015 Honda Civic with low 22k miles - great condition,2015,Civic,12995,8767,https://sandiego.craigslist.org/csd/cto/d/2015-honda-civic-with-low-22k/6493675343.html,2018-02-12 07:31,5,0.482263031823885
 (los angeles),HONDA CIVIC 2015 Si blanco navigation manual sedan,2015,Civic,12996,8767,https://orangecounty.craigslist.org/cto/d/honda-civic-2015-si-blanco/6463755560.html,2018-01-17 22:18,30,0.4823770959279115
 (palmdale),"***2015 HONDA CIVIC COUPE EX BLACK W/GRAY INT 43,650 MILES***",2015,Civic,13000,8767,https://losangeles.craigslist.org/ant/cto/d/2015-honda-civic-coupe-ex/6492798026.html,2018-02-13 16:14,4,0.48283335234401736
 (Torrance),2015 Toyota Corolla Eco LE Honda Camry accord civic Nissan Sentra Kia,2015,Civic,13000,8767,https://losangeles.craigslist.org/wst/cto/d/2015-toyota-corolla-eco-le/6460728591.html,2018-02-09 13:43,8,0.48283335234401736
 (Riverside),Honda Civic Coupe 2010,2010,Civic,8200,5526,https://inlandempire.craigslist.org/cto/d/honda-civic-coupe-2010/6466979749.html,2018-01-20 14:54,28,0.48389431777053926
 (Long Beach),2014 Honda Civic,2014,Civic,11500,7719,https://losangeles.craigslist.org/lgb/cto/d/2014-honda-civic/6494707743.html,2018-02-12 22:23,4,0.4898302888975256
 (Long Beach),2014 Honda Civic,2014,Civic,11500,7719,https://losangeles.craigslist.org/lgb/cto/d/2014-honda-civic/6494707743.html,2018-02-12 22:23,4,0.4898302888975256
" (Glendale, CA)",2014 Honda Civic Lx,2014,Civic,11500,7719,https://losangeles.craigslist.org/lac/cto/d/2014-honda-civic-lx/6493159340.html,2018-02-11 16:12,6,0.4898302888975256
 (Alhambra),"2014 Honda Civic EX, Sedan,Silver",2014,Civic,11500,7719,https://losangeles.craigslist.org/sgv/cto/d/2014-honda-civic-ex/6437228626.html,2018-01-22 19:45,25,0.4898302888975256
 (Thousand Oaks),2010 HONDA CIVIC LX COUPE 2D,2010,Civic,8250,5526,https://losangeles.craigslist.org/sfv/cto/d/2010-honda-civic-lx-coupe-2d/6486155717.html,2018-02-05 19:56,11,0.49294245385450597
 (Thousand Oaks),2010 HONDA CIVIC LX COUPE 2D,2010,Civic,8250,5526,https://losangeles.craigslist.org/sfv/cto/d/2010-honda-civic-lx-coupe-2d/6476136126.html,2018-01-28 12:06,20,0.49294245385450597
 (Tustin),Honda Civic 2004 low mileage,2004,Civic,4800,3206,https://orangecounty.craigslist.org/cto/d/honda-civic-2004-low-mileage/6478816764.html,2018-02-16 10:45,1,0.49719276356830944
 (Murrieta CA),"2004 Honda Civic LX - Excellent Condition, Low Mileage",2004,Civic,4800,3206,https://inlandempire.craigslist.org/cto/d/2004-honda-civic-lx-excellent/6469382565.html,2018-01-22 17:31,26,0.49719276356830944
 (Buena Park),"2016 Honda Civic LX ""Clean Title""",2016,Civic,14750,9815,https://orangecounty.craigslist.org/cto/d/2016-honda-civic-lx-clean/6455579050.html,2018-02-09 02:10,8,0.5028018339276618
 (Reseda),"2015 Honda Civic, 1 owner low miles, Clean Title in great condition",2015,Civic,13200,8767,https://losangeles.craigslist.org/sfv/cto/d/2015-honda-civic-1-owner-low/6490583310.html,2018-02-09 11:49,8,0.5056461731493099
 (CHINO HILLS),2016 HONDA CIVIC LX - Silver - CLEAN TITLE,2016,Civic,14800,9815,https://losangeles.craigslist.org/lac/cto/d/2016-honda-civic-lx-silver/6463696784.html,2018-01-17 20:04,30,0.5078960774325013
 (CHINO HILLS),2016 HONDA CIVIC LX - Silver - CLEAN TITLE,2016,Civic,14800,9815,https://losangeles.craigslist.org/sgv/cto/d/2016-honda-civic-lx-silver/6463698238.html,2018-01-17 20:07,30,0.5078960774325013
 (CHINO HILLS),2016 HONDA CIVIC LX - Silver - CLEAN TITLE,2016,Civic,14800,9815,https://inlandempire.craigslist.org/cto/d/2016-honda-civic-lx-silver/6463695160.html,2018-01-17 20:21,30,0.5078960774325013
 (CHINO HILLS),2016 HONDA CIVIC LX - Silver - CLEAN TITLE,2016,Civic,14800,9815,https://orangecounty.craigslist.org/cto/d/2016-honda-civic-lx-silver/6463692786.html,2018-01-17 19:57,30,0.5078960774325013
 (CHINO HILLS),2016 HONDA CIVIC LX - Silver - CLEAN TITLE,2016,Civic,14800,9815,https://inlandempire.craigslist.org/cto/d/2016-honda-civic-lx-silver/6463695160.html,2018-01-17 20:21,30,0.5078960774325013
 (CHINO HILLS),2016 HONDA CIVIC LX - Silver - CLEAN TITLE,2016,Civic,14800,9815,https://losangeles.craigslist.org/lac/cto/d/2016-honda-civic-lx-silver/6463696784.html,2018-01-17 20:04,30,0.5078960774325013
 (CHINO HILLS),2016 HONDA CIVIC LX - Silver - CLEAN TITLE,2016,Civic,14800,9815,https://losangeles.craigslist.org/sgv/cto/d/2016-honda-civic-lx-silver/6463698238.html,2018-01-17 20:07,30,0.5078960774325013
 (San Diego),2011 Honda Civic Sedan,2011,Civic,9995,6613,https://sandiego.craigslist.org/csd/cto/d/2011-honda-civic-sedan/6465358674.html,2018-02-16 11:41,1,0.5114169060940572
 (CYPRESS),2013 HONDA CIVIC EX 1-OWNER EXTENDED WARRANTY,2013,Civic,11950,7860,https://orangecounty.craigslist.org/cto/d/2013-honda-civic-ex-1-owner/6498952804.html,2018-02-16 11:31,1,0.5203562340966921
" (Riverside, CA (Lake Hills Area))",2002 Honda Civic GX - NEW ENGINE & TRANSMISSION! (CNG/NGV/Natural Gas),2002,Civic,3500,2297,https://inlandempire.craigslist.org/cto/d/2002-honda-civic-gx-new/6494284821.html,2018-02-12 14:09,5,0.5237265999129299
 (Corona),Civic Honda 2012,2012,Civic,10990,7208,https://inlandempire.craigslist.org/cto/d/civic-honda-2012/6431467111.html,2018-01-17 13:17,31,0.5246947835738068
 (Corona),Civic Honda 2012,2012,Civic,10990,7208,https://inlandempire.craigslist.org/cto/d/civic-honda-2012/6431859838.html,2018-01-17 15:34,31,0.5246947835738068
 (Corona),Honda Civic 2012,2012,Civic,10990,7208,https://inlandempire.craigslist.org/cto/d/honda-civic-2012/6431860533.html,2018-01-17 13:17,31,0.5246947835738068
 (Corona),Civic Honda 2012,2012,Civic,10990,7208,https://inlandempire.craigslist.org/cto/d/civic-honda-2012/6434174233.html,2018-01-17 15:36,31,0.5246947835738068
 (Corona),Honda Civic 2012,2012,Civic,10990,7208,https://inlandempire.craigslist.org/cto/d/honda-civic-2012/6434174724.html,2018-01-17 13:19,31,0.5246947835738068
 (Torrance),2013 Honda Civic LX Great Condition,2013,Civic,12000,7860,https://losangeles.craigslist.org/wst/cto/d/2013-honda-civic-lx-great/6487409283.html,2018-02-14 11:44,3,0.5267175572519084
 (Torrance CA),2013 Honda Civic Low Mileage,2013,Civic,12000,7860,https://losangeles.craigslist.org/wst/cto/d/2013-honda-civic-low-mileage/6482549360.html,2018-02-12 13:30,5,0.5267175572519084
" (Corona, CA.)",2013 HONDA CIVIC CNG - STILL UNDER DEALER WARRANTY. ORIGINAL OWNER,2013,Civic,12000,7860,https://inlandempire.craigslist.org/cto/d/2013-honda-civic-cng-still/6452761036.html,2018-02-07 14:05,10,0.5267175572519084
" (Corona, CA.)",2013 HONDA CIVIC CNG - STILL UNDER DEALER WARRANTY. ORIGINAL OWNER,2013,Civic,12000,7860,https://inlandempire.craigslist.org/cto/d/2013-honda-civic-cng-still/6452764102.html,2018-02-07 14:05,10,0.5267175572519084
" (Corona, CA.)",2013 HONDA CIVIC CNG - STILL UNDER DEALER WARRANTY. ORIGINAL OWNER,2013,Civic,12000,7860,https://inlandempire.craigslist.org/cto/d/2013-honda-civic-cng-still/6452766087.html,2018-02-07 14:05,10,0.5267175572519084
 (Huntington Beach),2013 Civic - Black - near-perfect condition - fair price,2013,Civic,12000,7860,https://orangecounty.craigslist.org/cto/d/2013-civic-black-near-perfect/6463230496.html,2018-01-17 12:22,31,0.5267175572519084
 (West Covina),2015 Honda Civic SE,2015,Civic,13500,8767,https://losangeles.craigslist.org/sgv/cto/d/2015-honda-civic-se/6494713093.html,2018-02-12 22:38,4,0.5398654043572487
 (LONG BEACH / SIGNAL HILL),2015 HONDA CIVIC,2015,Civic,13500,8767,https://losangeles.craigslist.org/lgb/cto/d/2015-honda-civic/6459069008.html,2018-02-12 11:49,5,0.5398654043572487
 (Venice),2014 Honda Civic,2014,Civic,11900,7719,https://losangeles.craigslist.org/wst/cto/d/2014-honda-civic/6494627618.html,2018-02-12 19:50,4,0.5416504728591787
 (Venice),2014 Honda Civic,2014,Civic,11900,7719,https://losangeles.craigslist.org/wst/cto/d/2014-honda-civic/6494627618.html,2018-02-12 19:50,4,0.5416504728591787
 (Los Angeles),2011 Honda Civic Si Coupe LOW MILES,2011,Civic,10200,6613,https://losangeles.craigslist.org/sgv/cto/d/2011-honda-civic-si-coupe-low/6497634823.html,2018-02-15 10:53,2,0.5424164524421594
 (INLAND EMPIRE),2014 HONDA CIVIC EX GRAY SEDAN,2014,Civic,11999,7719,https://losangeles.craigslist.org/lac/cto/d/2014-honda-civic-ex-gray-sedan/6471618485.html,2018-02-15 16:25,2,0.5544759683896878
 (INLAND EMPIRE),2014 HONDA CIVIC EX GRAY SEDAN,2014,Civic,11999,7719,https://losangeles.craigslist.org/lac/cto/d/2014-honda-civic-ex-gray-sedan/6471618485.html,2018-02-15 16:25,2,0.5544759683896878
 (Irvine),2013 Honda Civic Hybrid,2013,Civic,12250,7860,https://orangecounty.craigslist.org/cto/d/2013-honda-civic-hybrid/6477259292.html,2018-01-29 11:01,19,0.5585241730279898
 (El Cajon),2008 civic Si,2008,Civic,8500,5400,https://sandiego.craigslist.org/csd/cto/d/2008-civic-si/6466292935.html,2018-02-09 07:36,8,0.5740740740740741
 (Glendale),*@@*2008 HONDA CIVIC LX 4D**NO ACCIDENT*Low 81K**XLNT*SMOG DONE -,2008,Civic,8500,5400,https://losangeles.craigslist.org/lac/cto/d/2008-honda-civic-lx-4dno/6483757217.html,2018-02-03 16:07,14,0.5740740740740741
 (Santee),2008 Honda Civic SI VTEC,2008,Civic,8500,5400,https://sandiego.craigslist.org/esd/cto/d/2008-honda-civic-si-vtec/6473156670.html,2018-01-25 19:42,22,0.5740740740740741
 (NO HO),2015 Honda civic ex,2015,Civic,13850,8767,https://losangeles.craigslist.org/sfv/cto/d/2015-honda-civic-ex/6498272878.html,2018-02-15 20:56,1,0.5797878407665108
 (NO HO),2015 Honda civic ex,2015,Civic,13850,8767,https://losangeles.craigslist.org/sfv/cto/d/2015-honda-civic-ex/6498272878.html,2018-02-15 20:56,1,0.5797878407665108
 (Lancaster),2013 CIVIC SI,2013,Civic,12500,7860,https://losangeles.craigslist.org/ant/cto/d/2013-civic-si/6488388170.html,2018-02-07 15:08,10,0.5903307888040712
 (Orange),2013 Honda Civic Coupe $12500,2013,Civic,12500,7860,https://orangecounty.craigslist.org/cto/d/2013-honda-civic-coupe-12500/6479929248.html,2018-01-31 13:29,17,0.5903307888040712
 (Irvine),2013 Honda Civic Hybrid,2013,Civic,12500,7860,https://orangecounty.craigslist.org/cto/d/2013-honda-civic-hybrid/6475475141.html,2018-01-27 18:29,21,0.5903307888040712
 (Downey),2005 honda civic lx,2005,Civic,5600,3517,https://losangeles.craigslist.org/lgb/cto/d/2005-honda-civic-lx/6469240701.html,2018-01-31 19:18,16,0.5922661359112881
 (Santa Ana),2012 Honda Civic EX-L 2dr Coupe,2012,Civic,11495,7208,https://orangecounty.craigslist.org/cto/d/2012-honda-civic-ex-2dr-coupe/6464370043.html,2018-02-15 13:24,2,0.5947558268590455
 (Costa Mesa),2015 Honda Civic LX - Clean Title / No Accidents,2015,Civic,13997,8767,https://orangecounty.craigslist.org/cto/d/2015-honda-civic-lx-clean/6491492312.html,2018-02-16 17:41,1,0.5965552640584009
 (INLAND EMPIRE),2015 HONDA CIVIC EX GRAY SEDAN,2015,Civic,13999,8767,https://inlandempire.craigslist.org/cto/d/2015-honda-civic-ex-gray-sedan/6484699932.html,2018-02-16 08:04,1,0.5967833922664537
 (INLAND EMPIRE),2015 HONDA CIVIC EX GRAY SEDAN,2015,Civic,13999,8767,https://orangecounty.craigslist.org/cto/d/2015-honda-civic-ex-gray-sedan/6478321447.html,2018-02-16 13:57,1,0.5967833922664537
 (INLAND EMPIRE),2015 HONDA CIVIC EX GRAY SEDAN,2015,Civic,13999,8767,https://inlandempire.craigslist.org/cto/d/2015-honda-civic-ex-gray-sedan/6484699932.html,2018-02-16 08:04,1,0.5967833922664537
 (Buena Park),2015 HONDA CIVIC COUPE EX CVT,2015,Civic,14000,8767,https://orangecounty.craigslist.org/cto/d/2015-honda-civic-coupe-ex-cvt/6469067303.html,2018-01-22 13:05,26,0.5968974563704802
 (IRVINE),2007 honda civic NATURAL GAS ! 50K!!,2007,Civic,8500,5292,https://losangeles.craigslist.org/lgb/cto/d/2007-honda-civic-natural-gas/6466150583.html,2018-02-10 15:48,7,0.6061980347694633
 (Miramar),2014 white Honda Civic coup,2014,Civic,12500,7719,https://sandiego.craigslist.org/csd/cto/d/2014-white-honda-civic-coup/6479697538.html,2018-01-31 10:42,17,0.6193807488016583
 (Santa Ana),Honda Civic 2012,2012,Civic,11700,7208,https://orangecounty.craigslist.org/cto/d/honda-civic-2012/6476544567.html,2018-01-28 18:43,20,0.623196448390677
 (Santa Ana),Honda Civic 2012,2012,Civic,11700,7208,https://orangecounty.craigslist.org/cto/d/honda-civic-2012/6476544567.html,2018-01-28 18:43,20,0.623196448390677
 (LA PALMA),2010 HONDA CIVIC COUPE 2D,2010,Civic,8991,5526,https://orangecounty.craigslist.org/cto/d/2010-honda-civic-coupe-2d/6461868710.html,2018-02-10 18:24,7,0.6270358306188925
 (san bernardino),2015 Honda Civic Ex,2015,Civic,14349,8767,https://losangeles.craigslist.org/sgv/cto/d/2015-honda-civic-ex/6494534057.html,2018-02-12 17:51,5,0.6367058286757158
 (san bernardino),2015 Honda Civic Ex,2015,Civic,14349,8767,https://sandiego.craigslist.org/nsd/cto/d/2015-honda-civic-ex/6494503216.html,2018-02-12 17:18,5,0.6367058286757158
 (san bernardino),2015 Honda Civic EX,2015,Civic,14349,8767,https://inlandempire.craigslist.org/cto/d/2015-honda-civic-ex/6494440898.html,2018-02-12 16:16,5,0.6367058286757158
 (san bernardino),2015 Honda Civic Ex,2015,Civic,14349,8767,https://orangecounty.craigslist.org/cto/d/2015-honda-civic-ex/6494459161.html,2018-02-12 16:34,5,0.6367058286757158
 (san bernardino),2015 Honda Civic Ex,2015,Civic,14349,8767,https://sandiego.craigslist.org/nsd/cto/d/2015-honda-civic-ex/6494503216.html,2018-02-12 17:18,5,0.6367058286757158
 (san bernardino),2015 Honda Civic Ex,2015,Civic,14349,8767,https://losangeles.craigslist.org/sgv/cto/d/2015-honda-civic-ex/6494534057.html,2018-02-12 17:51,5,0.6367058286757158
 (san bernardino),2015 Honda Civic Ex,2015,Civic,14349,8767,https://orangecounty.craigslist.org/cto/d/2015-honda-civic-ex/6494459161.html,2018-02-12 16:34,5,0.6367058286757158
 (Westchester),2013 Honda Civic Coupe EX 36K  2 YR Warranty,2013,Civic,12900,7860,https://losangeles.craigslist.org/lac/cto/d/2013-honda-civic-coupe-ex-36k/6496903896.html,2018-02-16 18:46,1,0.6412213740458015
 (monterey park),2003 honda civic GX cng only 040455 orig mile w/decal ++++++++++++++++,2003,Civic,4200,2554,https://losangeles.craigslist.org/lac/cto/d/2003-honda-civic-gx-cng/6489966743.html,2018-02-11 17:59,6,0.6444792482380579
 (Paramount),2009 Honda Civic,2009,Civic,9000,5470,https://losangeles.craigslist.org/lgb/cto/d/2009-honda-civic/6491991519.html,2018-02-10 14:10,7,0.6453382084095064
 (whittier),2005 Honda Civic LX,2005,Civic,5800,3517,https://losangeles.craigslist.org/lgb/cto/d/2005-honda-civic-lx/6461253127.html,2018-01-19 16:35,29,0.6491327836224055
 (Lake Forest),2013 Honda Civic Hybrid Grey 67k Miles Clean Title Navigation,2013,Civic,12999,7860,https://orangecounty.craigslist.org/cto/d/2013-honda-civic-hybrid-grey/6449813740.html,2018-02-04 06:43,13,0.6538167938931297
 (Aliso viejo),"Honda Civic EX-L 2015, low miles, clean title",2015,Civic,14500,8767,https://orangecounty.craigslist.org/cto/d/honda-civic-ex-2015-low-miles/6493967365.html,2018-02-12 10:35,5,0.6539295083837117
 (SYLMAR),2015 HONDA CIVIC LX ! EXCELLENT CONDITIONS,2015,Civic,14500,8767,https://losangeles.craigslist.org/sfv/cto/d/2015-honda-civic-lx-excellent/6479973574.html,2018-01-31 14:03,17,0.6539295083837117
 (Camp Pendleton),2013 Honda Civic Sedan,2013,Civic,13000,7860,https://sandiego.craigslist.org/nsd/cto/d/2013-honda-civic-sedan/6496906605.html,2018-02-14 17:06,3,0.6539440203562341
 (Irvine),2013 Honda Civic Hybrid,2013,Civic,13000,7860,https://orangecounty.craigslist.org/cto/d/2013-honda-civic-hybrid/6472940320.html,2018-01-25 15:32,23,0.6539440203562341
 (La Jolla),2011 HONDA CIVIC EX COUPE 2011,2011,Civic,11000,6613,https://sandiego.craigslist.org/csd/cto/d/2011-honda-civic-ex-coupe-2011/6469132290.html,2018-02-12 10:52,5,0.6633902918493876
 (La Jolla),2011 HONDA CIVIC EX COUPE 2011,2011,Civic,11000,6613,https://sandiego.craigslist.org/csd/cto/d/2011-honda-civic-ex-coupe-2011/6469133088.html,2018-02-12 10:52,5,0.6633902918493876
 (Long Beach),2008 Honda Civic Si,2008,Civic,8995,5400,https://losangeles.craigslist.org/wst/cto/d/2008-honda-civic-si/6490659955.html,2018-02-13 17:03,4,0.6657407407407407
 (El Cajon),2014 Honda Civic,2014,Civic,12900,7719,https://sandiego.craigslist.org/csd/cto/d/2014-honda-civic/6498232403.html,2018-02-15 19:46,1,0.6712009327633113
 (El Cajon),2014 Honda Civic,2014,Civic,12900,7719,https://sandiego.craigslist.org/csd/cto/d/2014-honda-civic/6498232403.html,2018-02-15 19:46,1,0.6712009327633113
 (INLAND EMPIRE),2014 HONDA CIVIC EX GRAY SEDAN,2014,Civic,12999,7719,https://inlandempire.craigslist.org/cto/d/2014-honda-civic-ex-gray-sedan/6469816344.html,2018-02-15 07:02,2,0.6840264282938204
 (92113),2014 Honda Civic EX Coupe,2014,Civic,13000,7719,https://sandiego.craigslist.org/csd/cto/d/2014-honda-civic-ex-coupe/6477098164.html,2018-01-29 09:20,19,0.6841559787537246
 (RANCHO CUCAMONGA),2015 HONDA CIVIC EX SILVER CLEAN TITLE,2015,Civic,14899,8767,https://inlandempire.craigslist.org/cto/d/2015-honda-civic-ex-silver/6467804615.html,2018-02-09 11:09,8,0.6994410858902703
 (INLAND EMPIRE),2015 HONDA CIVIC EX SILVER SEDAN,2015,Civic,14999,8767,https://inlandempire.craigslist.org/cto/d/2015-honda-civic-ex-silver/6472851780.html,2018-02-16 15:57,1,0.7108474962929167
 (INLAND EMPIRE),2015 HONDA CIVIC EX SILVER SEDAN,2015,Civic,14999,8767,https://orangecounty.craigslist.org/cto/d/2015-honda-civic-ex-silver/6472938272.html,2018-02-16 13:38,1,0.7108474962929167
 (INLAND EMPIRE),2015 HONDA CIVIC EX SILVER SEDAN,2015,Civic,14999,8767,https://inlandempire.craigslist.org/cto/d/2015-honda-civic-ex-silver/6472851780.html,2018-02-16 15:57,1,0.7108474962929167
 (INLAND EMPIRE),2015 HONDA CIVIC EX SILVER SEDAN,2015,Civic,14999,8767,https://orangecounty.craigslist.org/cto/d/2015-honda-civic-ex-silver/6472938272.html,2018-02-16 13:38,1,0.7108474962929167
 (INLAND EMPIRE),2015 HONDA CIVIC EX SILVER SEDAN,2015,Civic,14999,8767,https://orangecounty.craigslist.org/cto/d/2015-honda-civic-ex-silver/6472938272.html,2018-02-16 13:38,1,0.7108474962929167
 (INLAND EMPIRE),2015 HONDA CIVIC EX SILVER SEDAN,2015,Civic,14999,8767,https://losangeles.craigslist.org/lac/cto/d/2015-honda-civic-ex-silver/6468493434.html,2018-02-15 11:07,2,0.7108474962929167
 (Burbank),Honda Civic lx 2015 15k,2015,Civic,15000,8767,https://losangeles.craigslist.org/sfv/cto/d/honda-civic-lxk/6464877567.html,2018-01-22 11:42,26,0.7109615603969431
 (Irvine),2013 Honda Civic Hybrid,2013,Civic,13500,7860,https://orangecounty.craigslist.org/cto/d/2013-honda-civic-hybrid/6471528783.html,2018-01-24 12:46,24,0.7175572519083969
 (Irvine),2013 Honda Civic Hybrid,2013,Civic,13500,7860,https://orangecounty.craigslist.org/cto/d/2013-honda-civic-hybrid/6469178031.html,2018-01-22 14:26,26,0.7175572519083969
 (Garden grove),2010 civic GX CNG NGV,2010,Civic,9500,5526,https://orangecounty.craigslist.org/cto/d/2010-civic-gx-cng-ngv/6488083838.html,2018-02-16 16:01,1,0.7191458559536735
 (Temecula),2008 Honda Civic SI 4d Sedan with low miles.,2008,Civic,9300,5400,https://sandiego.craigslist.org/nsd/cto/d/2008-honda-civic-si-4d-sedan/6499008827.html,2018-02-16 12:09,1,0.7222222222222222
 (Costa mesa),2003 Honda civic Dx low mileage,2003,Civic,4500,2554,https://orangecounty.craigslist.org/cto/d/2003-honda-civic-dx-low/6485892669.html,2018-02-05 15:13,12,0.7619420516836335
 (SOUTH EL MONTE),2013 HONDA CIVIC SI,2013,Civic,13995,7860,https://losangeles.craigslist.org/sgv/cto/d/2013-honda-civic-si/6479883921.html,2018-02-13 13:36,4,0.7805343511450382
 (SOUTH EL MONTE),2013 HONDA CIVIC SI,2013,Civic,13995,7860,https://orangecounty.craigslist.org/cto/d/2013-honda-civic-si/6479887506.html,2018-02-13 13:36,4,0.7805343511450382
 (SOUTH EL MONTE),2013 HONDA CIVIC SI,2013,Civic,13995,7860,https://inlandempire.craigslist.org/cto/d/2013-honda-civic-si/6479890669.html,2018-02-13 13:36,4,0.7805343511450382
 (SOUTH EL MONTE),2013 HONDA CIVIC SI,2013,Civic,13995,7860,https://inlandempire.craigslist.org/cto/d/2013-honda-civic-si/6479890669.html,2018-02-13 13:36,4,0.7805343511450382
 (SOUTH EL MONTE),2013 HONDA CIVIC SI,2013,Civic,13995,7860,https://orangecounty.craigslist.org/cto/d/2013-honda-civic-si/6479887506.html,2018-02-13 13:36,4,0.7805343511450382
 (SOUTH EL MONTE),2013 HONDA CIVIC SI,2013,Civic,13995,7860,https://inlandempire.craigslist.org/cto/d/2013-honda-civic-si/6479890669.html,2018-02-13 13:36,4,0.7805343511450382
 (Westwood),Honda Civic 2013 Low Mileage,2013,Civic,14000,7860,https://losangeles.craigslist.org/wst/cto/d/honda-civic-2013-low-mileage/6493144076.html,2018-02-11 15:58,6,0.7811704834605598
 (La Puente),2009 Civic Si Coupe 2.0 iVtec K20,2009,Civic,9850,5470,https://losangeles.craigslist.org/sgv/cto/d/2009-civic-si-coupe-20-ivtec/6497608148.html,2018-02-15 10:33,2,0.8007312614259597
 (Orange County),2012 Honda Civic SI Sedan,2012,Civic,13000,7208,https://orangecounty.craigslist.org/cto/d/2012-honda-civic-si-sedan/6480375762.html,2018-01-31 22:18,16,0.8035516093229744
 (Northridge),2014 Honda Civic EX,2014,Civic,13990,7719,https://losangeles.craigslist.org/sfv/cto/d/2014-honda-civic-ex/6488351501.html,2018-02-07 14:38,10,0.8124109340588159
 (Northridge),2014 Honda Civic EX,2014,Civic,13990,7719,https://losangeles.craigslist.org/sfv/cto/d/2014-honda-civic-ex/6488351501.html,2018-02-07 14:38,10,0.8124109340588159
 (INLAND EMPIRE),2014 HONDA CIVIC EX GRAY SEDAN,2014,Civic,13999,7719,https://orangecounty.craigslist.org/cto/d/2014-honda-civic-ex-gray-sedan/6471773471.html,2018-02-16 12:27,1,0.8135768881979532
 (INLAND EMPIRE),2014 HONDA CIVIC EX GRAY SEDAN,2014,Civic,13999,7719,https://orangecounty.craigslist.org/cto/d/2014-honda-civic-ex-gray-sedan/6471773471.html,2018-02-16 12:27,1,0.8135768881979532
 (INLAND EMPIRE),2014 HONDA CIVIC EX GRAY SEDAN,2014,Civic,13999,7719,https://orangecounty.craigslist.org/cto/d/2014-honda-civic-ex-gray-sedan/6471773471.html,2018-02-16 12:27,1,0.8135768881979532
 (Downtown SD),2013 Honda Civic Ex-L w/Navi,2013,Civic,14500,7860,https://sandiego.craigslist.org/csd/cto/d/2013-honda-civic-ex-w-navi/6497802376.html,2018-02-15 12:48,2,0.8447837150127226
 (Carlsbad),2014 Honda Civic EX,2014,Civic,14400,7719,https://sandiego.craigslist.org/nsd/cto/d/2014-honda-civic-ex/6469455282.html,2018-02-15 19:48,1,0.8655266226195103
 (FULLERTON),2003 HONDA CIVIC GX ( LOW MILEAGE 037268 ),2003,Civic,4900,2554,https://orangecounty.craigslist.org/cto/d/2003-honda-civic-gx-low/6497898207.html,2018-02-15 14:00,2,0.9185591229444009
 (Temecula),"2005 Honda Civic EX 4 door 80,000 miles",2005,Civic,7000,3517,https://inlandempire.craigslist.org/cto/d/2005-honda-civic-ex-4/6492128677.html,2018-02-10 16:23,7,0.9903326698891101
 (Rancho Santa Margarita),2010 Civic Si Taffeta White w/ Tasteful Mods for Autocross / Track,2010,Civic,11000,5526,https://orangecounty.craigslist.org/cto/d/2010-civic-si-taffeta-white/6477906502.html,2018-02-06 21:43,10,0.9905899384726746
 (hemet),"2000 civic dx hatchback auto ultra low 21,700 miles",2000,Civic,4000,1892,https://inlandempire.craigslist.org/cto/d/2000-civic-dx-hatchback-auto/6493223960.html,2018-02-11 17:24,6,1.1141649048625792
 (FULLERTON),2003 HONDA CIVIC GX ( LOW MILEAGE 026146 ),2003,Civic,5500,2554,https://orangecounty.craigslist.org/cto/d/2003-honda-civic-gx-low/6497000520.html,2018-02-14 19:16,2,1.1534847298355522
